Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
461,Mike Dunne,25,PIT,NL,-0.2,34,58,46,7,5,0,0,0,3,0,0,3,12,0.109,0.157,0.109,0.266,-21,0.13,-62,5,0,0,7,2,0,1/H,,dunnemi01
462,Chad Kreuter#,23,TEX,AL,-0.1,16,58,51,3,14,2,1,1,5,0,0,7,13,0.275,0.362,0.412,0.774,115,0.351,113,21,1,0,0,0,0,2,,kreutch01
463,Joe Magrane,23,STL,NL,0.4,25,57,48,2,8,1,0,1,3,0,0,1,18,0.167,0.184,0.25,0.434,23,0.272,54,12,1,0,8,0,0,1/H,,magrajo01
464,Luis Quiñones#,26,CIN,NL,0.2,23,57,52,4,12,3,0,1,11,1,1,2,11,0.231,0.255,0.346,0.601,69,0.273,60,18,0,0,2,1,1,6/H45,,quinolu01
465,John Dopson*,24,MON,NL,-0.5,26,56,51,0,3,1,0,0,1,0,0,1,31,0.059,0.077,0.078,0.155,-56,0.073,-105,4,2,0,4,0,0,1,,dopsojo01
466,Tim Jones*,25,STL,NL,0.1,31,56,52,2,14,0,0,0,3,4,1,4,10,0.269,0.321,0.269,0.591,71,0.287,64,14,1,0,0,0,0,H/645,,jonesti02
467,Luis Medina,25,CLE,AL,0.8,16,56,51,10,13,0,0,6,8,0,0,2,18,0.255,0.309,0.608,0.917,149,0.414,158,31,0,2,1,0,0,3/H,,medinlu01
468,Don Robinson,31,SFG,NL,0.3,52,56,52,2,9,2,0,1,4,0,0,2,12,0.173,0.204,0.269,0.473,38,0.215,21,14,1,0,2,0,0,1/H,,robindo01
469,Carlos Martínez,22,CHW,AL,-0.3,17,55,55,5,9,1,0,0,0,1,0,0,12,0.164,0.164,0.182,0.345,-3,0.194,0,10,1,0,0,0,0,5/DH,,martica02
470,Eddie Milner*,33,CIN,NL,-0.1,23,55,51,3,9,1,0,0,2,2,2,4,9,0.176,0.236,0.196,0.432,24,0.215,22,10,0,0,0,0,0,8/H79,,milneed01
471,James Steels*,27,TEX,AL,-1,36,54,53,4,10,1,0,0,5,2,0,0,15,0.189,0.185,0.208,0.393,9,0.185,-13,11,0,0,0,1,0,H/79D38,,steelji01
472,Orestes Destrade#,26,PIT,NL,-0.2,36,53,47,2,7,1,0,1,3,0,0,5,17,0.149,0.226,0.234,0.46,34,0.217,23,11,0,0,0,1,0,H/3,,destror01
473,Steve Henderson,35,HOU,NL,0.1,42,53,46,4,10,2,0,0,5,1,1,7,14,0.217,0.321,0.261,0.582,73,0.266,64,12,1,0,0,0,1,H/793,,hendest01
474,Keith Miller#,25,PHI,NL,-0.5,47,53,48,4,8,3,0,0,6,0,0,5,13,0.167,0.245,0.229,0.474,37,0.225,26,11,0,0,0,0,0,H/57689,,milleke02
475,John Russell,27,PHI,NL,-0.1,22,53,49,5,12,1,0,2,4,0,0,3,15,0.245,0.302,0.388,0.69,97,0.332,105,19,2,1,0,0,0,2/H,,russejo02
476,Mike Brown,28,CAL,AL,-0.4,18,52,50,4,11,2,0,0,3,0,0,1,12,0.22,0.235,0.26,0.495,41,0.225,26,13,2,0,1,0,0,7/H9,,brownmi02
477,Carl Nichols,25,BAL,AL,-0.2,18,52,47,2,9,1,0,0,1,0,0,3,10,0.191,0.235,0.213,0.448,29,0.21,15,10,3,0,1,1,0,2/9H,,nichoca01
478,Fernando Valenzuela*,27,LAD,NL,0.3,23,52,44,2,8,2,0,0,1,0,0,1,5,0.182,0.2,0.227,0.427,24,0.215,9,10,0,0,7,0,0,1,,valenfe01
479,Pat Dodson*,28,BOS,AL,-0.3,17,51,45,5,8,3,1,1,1,0,0,6,17,0.178,0.275,0.356,0.63,73,0.286,64,16,0,0,0,0,0,3/H,,dodsopa01
480,Lenny Harris*,23,CIN,NL,0.7,16,51,43,7,16,1,0,0,8,4,1,5,4,0.372,0.42,0.395,0.815,132,0.379,130,17,0,0,1,2,0,5/4H,,harrile01
481,Dante Bichette,24,CAL,AL,-0.4,21,50,46,1,12,2,0,0,8,0,0,0,7,0.261,0.24,0.304,0.544,54,0.252,47,14,0,0,0,4,0,Aug-97,,bicheda01
482,Zane Smith*,27,ATL,NL,-0.2,27,50,42,3,7,1,0,0,0,0,0,1,8,0.167,0.186,0.19,0.377,7,0.173,-35,8,0,0,7,0,0,1/H,,smithza01
483,Harry Spilman*,33,2TM,NL,-0.2,47,49,45,4,7,1,1,1,3,0,0,4,9,0.156,0.224,0.289,0.513,50,0.227,31,13,0,0,0,0,1,H/327,,spilmha01
484,Louie Meadows*,27,HOU,NL,0.4,35,48,42,5,8,0,1,2,3,4,2,6,8,0.19,0.292,0.381,0.673,96,0.31,93,16,1,0,0,0,0,H/798,,meadolo01
485,David Palmer,30,PHI,NL,0.7,22,48,39,6,10,4,0,2,6,0,0,0,4,0.256,0.256,0.513,0.769,116,0.34,114,20,1,0,9,0,0,1,,palmeda01
486,Mike Woodard*,28,CHW,AL,-0.5,18,48,45,3,6,0,1,0,4,1,1,1,5,0.133,0.17,0.178,0.348,-2,0.157,-22,8,1,1,1,0,0,4/HD,,woodami01
487,Tommy Gregg*,24,2TM,NL,0.2,25,48,44,5,13,4,0,1,7,0,1,3,6,0.295,0.333,0.455,0.788,123,0.331,113,20,1,0,0,1,1,H7/89,,greggto01
488,Brian Fisher,26,PIT,NL,-0.2,33,47,42,1,2,1,0,0,1,0,1,3,24,0.048,0.111,0.071,0.183,-46,0.146,-27,3,0,0,2,0,0,1,,fishebr01
489,Mike Fitzgerald,24,STL,NL,-0.5,13,47,46,4,9,1,0,0,1,0,0,0,9,0.196,0.213,0.217,0.43,24,0.197,5,10,0,1,0,0,0,3/H,,fitzgmi03
490,Mike Krukow,36,SFG,NL,0.1,20,47,41,1,3,1,0,1,2,0,0,2,8,0.073,0.116,0.171,0.287,-17,0.178,-14,7,0,0,4,0,0,1,,krukomi01
491,Jeff Huson*,23,MON,NL,0.4,20,46,42,7,13,2,0,0,3,2,1,4,3,0.31,0.37,0.357,0.727,107,0.34,108,15,2,0,0,0,2,6/H458,,husonje01
492,Jim Lindeman,26,STL,NL,-0.1,17,46,43,3,9,1,0,2,7,0,0,2,9,0.209,0.244,0.372,0.617,75,0.299,80,16,1,0,1,0,0,/97H3,,lindeji01
493,Mike Devereaux,25,LAD,NL,-0.3,30,45,43,4,5,1,0,0,2,0,1,2,10,0.116,0.156,0.14,0.295,-14,0.15,-19,6,0,0,0,0,0,8H/9,,devermi01
494,Kelly Paris,30,CHW,AL,0.3,14,44,44,6,11,0,0,3,6,0,0,0,6,0.25,0.25,0.455,0.705,93,0.308,84,20,1,0,0,0,0,/35HD,,pariske01
495,John Christensen,27,MIN,AL,0.1,23,43,38,5,10,4,0,0,5,0,0,3,5,0.263,0.349,0.368,0.717,100,0.344,107,14,1,2,0,0,1,9H,,chrisjo02
496,Greg Briley*,23,SEA,AL,0,13,42,36,6,9,2,0,1,4,0,1,5,6,0.25,0.333,0.389,0.722,99,0.326,102,14,0,0,0,1,1,7/H,,brilegr01
497,Dave Engle,31,MON,NL,-0.1,34,42,37,4,8,3,0,0,1,0,0,5,5,0.216,0.31,0.297,0.607,73,0.284,67,11,2,0,0,0,0,H/2957,,engleda01
498,Ron Roenicke#,31,CIN,NL,-0.4,14,42,37,4,5,1,0,0,5,0,0,4,8,0.135,0.238,0.162,0.4,16,0.201,5,6,1,1,0,0,0,9/8H,,roeniro01
499,José Rijo,23,CIN,NL,-0.3,49,41,37,2,2,0,0,1,1,0,0,0,14,0.054,0.054,0.135,0.189,-48,0.084,-102,5,0,0,4,0,0,1,,rijojo01
500,Larry McWilliams*,34,STL,NL,0.2,45,40,37,6,6,1,0,0,3,0,0,0,12,0.162,0.205,0.189,0.394,14,0.211,13,7,0,2,1,0,0,1/H,,mcwilla01
501,Shane Turner*,25,PHI,NL,-0.2,18,40,35,1,6,0,0,0,1,0,0,5,9,0.171,0.275,0.171,0.446,31,0.223,24,6,1,0,0,0,0,/5H6,,turnesh01
502,Rod Booker*,29,STL,NL,0.2,18,39,35,6,12,3,0,0,3,2,2,4,3,0.343,0.41,0.429,0.839,141,0.37,142,15,0,0,0,0,0,5/H4,,bookero01
503,Denny González,24,PIT,NL,-0.2,24,39,32,5,6,1,0,0,1,0,0,6,10,0.188,0.316,0.219,0.535,58,0.264,56,7,1,0,1,0,0,6H/45,,gonzade01
504,Atlee Hammaker#,30,SFG,NL,-0.1,43,39,33,1,4,0,0,0,0,0,0,2,13,0.121,0.171,0.121,0.293,-13,0.143,-45,4,0,0,4,0,0,1,,hammaat01
505,Steve Kemp*,33,TEX,AL,-0.4,16,39,36,2,8,0,0,0,2,1,0,2,9,0.222,0.256,0.222,0.479,35,0.229,21,8,1,0,0,1,0,/DH739,,kempst01
506,Mike LaCoss,32,SFG,NL,0.3,19,39,33,3,8,1,0,0,2,0,0,2,13,0.242,0.286,0.273,0.558,65,0.258,51,9,0,0,4,0,0,1,,lacosmi01
507,Scotti Madison#,28,KCR,AL,-0.1,16,39,35,4,6,2,0,0,2,1,0,4,5,0.171,0.256,0.229,0.485,37,0.262,46,8,0,0,0,0,0,/H2D379,,madissc01
508,John Morris*,27,STL,NL,-0.2,20,39,38,3,11,2,1,0,3,0,0,1,7,0.289,0.308,0.395,0.702,100,0.313,92,15,0,0,0,0,0,7/H89,,morrijo07
509,Bob Forsch,38,2TM,NL,0.2,37,39,32,3,8,1,0,0,5,1,0,1,7,0.25,0.273,0.281,0.554,60,0.261,38,9,0,0,6,0,0,1/H,,forscbo01
510,Edgar Martínez,25,SEA,AL,-0.1,14,38,32,0,9,4,0,0,5,0,0,4,7,0.281,0.351,0.406,0.758,109,0.339,102,13,0,0,1,1,0,5/H,,martied01
511,Jeff Pico,22,CHC,NL,0,29,37,34,0,5,0,0,0,1,0,0,1,10,0.147,0.171,0.147,0.318,-9,0.176,-21,5,0,0,2,0,0,1,,picoje01
512,Bruce Ruffin#,24,PHI,NL,0,55,36,33,3,4,0,0,0,0,0,0,3,15,0.121,0.194,0.121,0.316,-7,0.159,-24,4,0,0,0,0,0,1,,ruffibr01
513,Scott Terry,28,STL,NL,0.5,51,34,28,5,7,1,0,0,2,0,0,1,7,0.25,0.276,0.286,0.562,62,0.32,96,8,0,0,5,0,0,1,,terrysc01
514,Benny Distefano*,26,PIT,NL,0.2,16,33,29,6,10,3,1,1,6,0,0,3,4,0.345,0.394,0.621,1.015,191,0.428,183,18,1,0,0,1,1,H/39,,distebe01
515,Brian Holman,23,MON,NL,-0.1,20,33,28,1,3,0,0,0,1,0,0,1,17,0.107,0.138,0.107,0.245,-30,0.15,-52,3,0,0,4,0,0,1/H,,holmabr01
516,Leo García*,25,CIN,NL,-0.1,23,32,28,2,4,1,0,0,0,0,1,4,5,0.143,0.25,0.179,0.429,24,0.241,45,5,0,0,0,0,1,H/897,,garcile01
517,Bill Almon,35,PHI,NL,-0.2,20,31,26,1,3,2,0,0,1,0,0,3,11,0.115,0.207,0.192,0.399,15,0.193,-4,5,0,0,2,0,0,/5H63,,almonbi01
518,Nick Capra,30,KCR,AL,-0.4,14,31,29,3,4,1,0,0,0,1,0,2,3,0.138,0.194,0.172,0.366,3,0.213,10,5,3,0,0,0,0,/8H79D,,caprani01
519,Tom O'Malley*,27,MON,NL,0.1,14,31,27,3,7,0,0,0,2,0,0,3,4,0.259,0.323,0.259,0.582,67,0.288,69,7,0,0,0,1,1,/5H,,o'malto01
520,Reggie Williams,27,CLE,AL,-0.1,11,31,31,7,7,2,0,1,3,0,0,0,6,0.226,0.226,0.387,0.613,67,0.268,53,12,2,0,0,0,0,7/9H,,willire01
521,John Fishel,25,HOU,NL,-0.1,19,30,26,1,6,0,0,1,2,0,0,3,6,0.231,0.31,0.346,0.656,92,0.304,89,9,0,0,1,0,0,H/79,,fishejo01
522,John Marzano,25,BOS,AL,-0.2,10,30,29,3,4,1,0,0,1,0,0,1,3,0.138,0.167,0.172,0.339,-6,0.188,-5,5,1,0,0,0,0,2,,marzajo01
523,Wade Rowdon,27,BAL,AL,-0.6,20,30,30,1,3,0,0,0,0,1,1,0,6,0.1,0.1,0.1,0.2,-43,0.082,-67,3,3,0,0,0,0,/5H7D,,rowdowa01
524,Don Sutton,43,LAD,NL,0,16,30,23,1,2,0,0,0,1,0,0,1,6,0.087,0.125,0.087,0.212,-37,0.143,-65,2,0,0,6,0,0,1,,suttodo01
525,Francisco Meléndez*,24,SFG,NL,-0.2,23,29,26,1,5,0,0,0,3,0,0,3,2,0.192,0.276,0.192,0.468,40,0.228,33,5,1,0,0,0,0,H/37,,melenfr01
526,Van Snider*,24,CIN,NL,0.1,11,29,28,4,6,1,0,1,6,0,1,0,13,0.214,0.207,0.357,0.564,57,0.229,38,10,0,0,0,1,0,/7H9,,snideva01
527,Mario Soto,31,CIN,NL,-0.1,14,29,22,1,1,0,0,0,1,0,0,3,7,0.045,0.16,0.045,0.205,-39,0.157,-48,1,1,0,4,0,0,1,,sotoma01
528,Mark Bailey#,26,HOU,NL,-0.3,8,28,23,1,3,0,0,0,0,0,1,5,6,0.13,0.286,0.13,0.416,26,0.204,29,3,1,0,0,0,0,/2,,bailema01
529,Danny Cox,28,STL,NL,-0.2,13,28,23,0,1,0,0,0,0,0,0,0,13,0.043,0.043,0.043,0.087,-75,0.08,-122,1,0,0,5,0,0,1,,coxda01
530,Tito Landrum,33,BAL,AL,-0.3,13,28,24,2,3,0,1,0,2,0,0,4,6,0.125,0.25,0.208,0.458,32,0.225,28,5,0,0,0,0,0,/97HD,,landrti01
531,Orlando Mercado,26,OAK,AL,-0.2,16,27,24,3,3,0,0,1,1,0,0,3,8,0.125,0.222,0.25,0.472,34,0.224,27,6,0,0,0,0,0,2/H,,mercaor01
532,Floyd Youmans,24,MON,NL,0,14,27,26,2,4,1,0,0,3,0,0,0,12,0.154,0.148,0.192,0.34,-4,0.149,-34,5,0,0,0,1,0,1,,youmafl01
533,Luis de los Santos,21,KCR,AL,-0.3,11,26,22,1,2,1,1,0,1,0,0,4,4,0.091,0.231,0.227,0.458,29,0.222,21,5,3,0,0,0,0,/3DH,,deloslu01
534,José González,23,LAD,NL,0.2,37,26,24,7,2,1,0,0,0,3,0,2,10,0.083,0.154,0.125,0.279,-18,0.312,71,3,0,0,0,0,0,H/789,,gonzajo02
535,Mike Maddux*,26,PHI,NL,0.1,26,26,23,1,3,1,0,0,3,0,0,1,8,0.13,0.167,0.174,0.341,-2,0.197,-3,4,0,0,2,0,0,1/H,,maddumi01
536,Kevin Reimer*,24,TEX,AL,-0.4,12,26,25,2,3,0,0,1,2,0,0,0,6,0.12,0.115,0.24,0.355,-4,0.15,-30,6,0,0,0,1,0,/DH7,,reimeke01
537,Ron Robinson,26,CIN,NL,0,17,26,25,1,5,1,0,0,1,0,0,0,8,0.2,0.2,0.24,0.44,24,0.197,-2,6,0,0,1,0,0,1,,robinro01
538,Ron Tingley,29,CLE,AL,-0.1,9,26,24,1,4,0,0,1,2,0,0,2,8,0.167,0.231,0.292,0.522,45,0.276,59,7,1,0,0,0,0,/2H,,tinglro01
539,Butch Davis,30,BAL,AL,0,13,25,25,2,6,1,0,0,0,1,0,0,8,0.24,0.24,0.28,0.52,48,0.28,60,7,2,0,0,0,0,/9H7D,,davisbu02
540,Neal Heaton*,28,MON,NL,-0.1,32,25,21,1,3,0,0,0,2,0,0,0,6,0.143,0.143,0.143,0.286,-19,0.129,-77,3,0,0,4,0,0,1,,heatone01
541,Greg Mathews,26,STL,NL,0.2,13,25,23,1,4,0,0,0,0,0,0,0,7,0.174,0.208,0.174,0.382,11,0.22,19,4,1,1,1,0,0,1,,mathegr01
542,Al Nipper,29,CHC,NL,-0.2,22,25,23,0,2,1,0,0,0,0,0,0,6,0.087,0.087,0.13,0.217,-39,0.096,-89,3,1,0,2,0,0,1,,nippeal01
543,Larry See,28,TEX,AL,-0.4,13,25,23,0,3,0,0,0,0,0,0,1,8,0.13,0.167,0.13,0.297,-16,0.143,-41,3,0,0,1,0,0,/D2H345,,seela01
544,Kevin Coffman,23,ATL,NL,0.2,19,24,22,2,5,3,0,0,4,0,0,0,6,0.227,0.261,0.364,0.625,75,0.281,63,8,0,1,1,0,0,1/H,,coffmke01
545,Duane Walker*,31,STL,NL,-0.2,24,24,22,1,4,1,0,0,3,0,0,2,7,0.182,0.25,0.227,0.477,38,0.226,26,5,1,0,0,0,0,H/793,,walkedu01
546,Les Lancaster,26,CHC,NL,-0.2,44,23,20,1,1,0,0,0,0,0,0,0,12,0.05,0.05,0.05,0.1,-72,0.045,-144,1,0,0,3,0,0,1,,lancale01
547,Torey Lovullo#,22,DET,AL,0.5,12,23,21,2,8,1,1,1,2,0,0,1,2,0.381,0.409,0.667,1.076,202,0.466,205,14,1,0,1,0,0,/45,,lovulto01
548,Rob Nelson*,24,SDP,NL,-0.1,7,23,21,4,4,0,0,1,3,0,0,2,9,0.19,0.261,0.333,0.594,71,0.274,64,7,0,0,0,0,0,/3H,,nelsoro03
549,Eddie Williams,23,CLE,AL,0.1,10,23,21,3,4,0,0,0,1,0,0,0,3,0.19,0.227,0.19,0.418,18,0.199,0,4,1,1,1,0,0,5/H,,willied01
550,Joaquín Andújar#,35,HOU,NL,0.2,23,22,19,0,4,2,0,0,0,0,0,2,9,0.211,0.286,0.316,0.602,76,0.277,68,6,0,0,1,0,0,1,,andujjo01
551,Jack Armstrong,23,CIN,NL,-0.2,14,22,21,0,2,0,0,0,0,0,0,0,10,0.095,0.095,0.095,0.19,-46,0.086,-89,2,0,0,1,0,0,1,,armstja01
552,Mark Grant,24,SDP,NL,-0.2,33,22,16,2,0,0,0,0,0,0,0,2,7,0,0.111,0,0.111,-65,0.077,-123,0,0,0,4,0,0,1,,grantma01
553,Houston Jiménez,30,CLE,AL,0,9,22,21,1,1,0,0,0,1,0,0,0,2,0.048,0.048,0.048,0.095,-73,0.132,-50,1,1,0,1,0,0,/46,,jimenho01
554,Jeff Robinson,27,PIT,NL,0.1,75,22,16,0,3,0,0,0,1,0,0,1,7,0.188,0.235,0.188,0.423,24,0.201,-16,3,0,0,5,0,0,1,,robinje01
555,Iván de Jesús,35,DET,AL,-0.2,7,21,17,1,3,0,0,0,0,0,0,1,4,0.176,0.222,0.176,0.399,16,0.242,32,3,0,0,3,0,0,/6,,dejesiv01
556,John Smoltz,21,ATL,NL,0,12,21,17,1,2,1,0,0,0,0,0,1,8,0.118,0.167,0.176,0.343,-3,0.162,-45,3,0,0,3,0,0,1,,smoltjo01
557,Eric Bullock*,28,MIN,AL,0.1,16,20,17,3,5,0,0,0,3,1,0,3,1,0.294,0.4,0.294,0.694,97,0.347,100,5,0,0,0,0,0,H/79D,,bulloer01
558,Norm Charlton#,25,CIN,NL,-0.2,10,20,15,1,0,0,0,0,0,0,0,0,12,0,0.063,0,0.063,-81,0.046,-163,0,0,1,4,0,0,1,,charlno01
559,Bill McGuire,24,SEA,AL,-0.1,9,20,16,1,3,0,0,0,2,0,0,3,2,0.188,0.316,0.188,0.503,43,0.256,40,3,0,0,1,0,0,/2,,mcguibi01
560,Hal Morris*,23,NYY,AL,-0.3,15,20,20,1,2,0,0,0,0,0,0,0,9,0.1,0.1,0.1,0.2,-43,0.091,-70,2,0,0,0,0,0,H/79D,,morriha02
561,Randy O'Neal,27,STL,NL,-0.3,10,20,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,-154,0,0,0,1,0,0,1,,o'neara01
562,Ed Hearn,27,KCR,AL,-0.2,7,18,18,1,4,2,0,0,1,0,0,0,1,0.222,0.222,0.333,0.556,53,0.244,37,6,1,0,0,0,0,/2DH,,hearned02
563,Shawn Hillegas,23,LAD,NL,0,11,18,15,0,2,0,0,0,0,0,0,1,6,0.133,0.188,0.133,0.321,-5,0.157,-38,2,0,0,2,0,0,1,,hillesh01
564,Scott Lusader*,23,DET,AL,-0.3,16,18,16,3,1,0,0,1,3,0,0,1,4,0.063,0.111,0.25,0.361,0,0.156,-20,4,1,0,0,1,0,H/D789,,lusadsc01
565,Marty Brown,25,CIN,NL,-0.2,10,17,16,0,3,1,0,0,2,0,1,1,2,0.188,0.235,0.25,0.485,38,0.195,23,4,0,0,0,0,0,/5H,,brownma03
566,Cris Carpenter,23,STL,NL,-0.1,8,17,14,1,2,0,0,0,1,0,0,0,3,0.143,0.143,0.143,0.286,-18,0.129,-76,2,0,0,3,0,0,/1,,carpecr01
567,Marvin Freeman,25,PHI,NL,0,11,17,14,1,3,0,0,0,0,0,0,0,9,0.214,0.214,0.214,0.429,23,0.194,-19,3,0,0,3,0,0,1,,freemma02
568,Alexis Infante,26,TOR,AL,-0.1,19,17,15,7,3,0,0,0,0,0,0,2,4,0.2,0.294,0.2,0.494,42,0.299,77,3,1,0,0,0,0,H/5D6,,infanal01
569,Germán Jiménez*,25,ATL,NL,-0.2,15,17,17,0,1,0,0,0,1,0,0,0,6,0.059,0.059,0.059,0.118,-67,0.053,-105,1,0,0,0,0,0,1,,jimenge01
570,Dave LaPoint*,28,PIT,NL,-0.2,8,17,16,0,1,0,0,0,0,0,0,0,6,0.063,0.063,0.063,0.125,-64,0.057,-109,1,2,0,1,0,0,/1,,lapoida01
571,Charlie Puleo,33,ATL,NL,0.1,53,17,13,1,3,0,0,0,1,0,1,0,5,0.231,0.231,0.231,0.462,31,0.242,53,3,0,0,4,0,0,1,,puleoch01
572,Kelvin Torve*,28,MIN,AL,-0.2,12,17,16,1,3,0,0,1,2,0,1,1,2,0.188,0.235,0.375,0.61,67,0.242,56,6,0,0,0,0,0,/H3D,,torveke01
573,Cameron Drew*,24,HOU,NL,-0.1,7,16,16,1,3,0,1,0,1,0,0,0,1,0.188,0.188,0.313,0.5,44,0.218,26,5,0,0,0,0,0,/79H,,drewca01
574,Terry Mulholland,25,SFG,NL,0,9,16,14,2,0,0,0,0,0,0,0,2,9,0,0.125,0,0.125,-60,0.145,-29,0,0,0,0,0,0,/1,,mulhote01
575,Junior Noboa,23,CAL,AL,-0.3,21,16,16,4,1,0,0,0,0,0,0,0,1,0.063,0.063,0.063,0.125,-64,0.057,-92,1,2,0,0,0,0,/4H65,,noboaju01
576,Rolando Roomes,26,CHC,NL,-0.4,17,16,16,3,3,0,0,0,0,0,1,0,4,0.188,0.188,0.188,0.375,6,0.197,24,3,0,0,0,0,0,H/79,,roomero01
577,Wilfredo Tejada,25,MON,NL,-0.1,8,16,15,1,4,2,0,0,2,0,0,0,4,0.267,0.25,0.4,0.65,81,0.277,61,6,0,0,0,1,0,/2H,,tejadwi01
578,Jerald Clark,24,SDP,NL,0.1,6,15,15,0,3,1,0,0,3,0,0,0,4,0.2,0.2,0.267,0.467,34,0.208,15,4,0,0,0,0,0,/7H,,clarkje01
579,Sap Randall#,27,CHW,AL,-0.3,4,15,12,1,0,0,0,0,1,0,0,2,3,0,0.133,0,0.133,-59,0.157,-24,0,0,0,0,1,0,/39D,,randasa01
580,Phil Garner,39,SFG,NL,-0.1,15,14,13,0,2,0,0,0,1,0,1,1,3,0.154,0.214,0.154,0.368,10,0.21,46,2,0,0,0,0,0,H/5,,garneph01
581,Terry Leach,34,NYM,NL,0,52,14,14,1,2,1,0,0,3,0,0,0,9,0.143,0.143,0.214,0.357,4,0.158,-18,3,0,0,0,0,0,1,,leachte01
582,John Rabb,28,SEA,AL,0.2,9,14,14,2,5,2,0,0,4,0,0,0,1,0.357,0.357,0.5,0.857,134,0.378,130,7,0,0,0,0,0,/DH93,,rabbjo01
583,Doug Davis,25,CAL,AL,-0.4,6,13,12,1,0,0,0,0,0,0,0,0,3,0,0.077,0,0.077,-76,0.057,-91,0,0,1,0,0,0,/25H,,davisdo01
584,Dave Dravecky,32,SFG,NL,-0.1,7,13,10,2,1,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.2,-41,0.091,-120,1,0,0,3,0,0,/1,,draveda01
585,Scott Garrelts,26,SFG,NL,0,65,13,13,0,1,0,0,0,0,0,0,0,5,0.077,0.077,0.077,0.154,-55,0.141,-32,1,0,0,0,0,0,1/H,,garresc01
586,Mike Harkey,21,CHC,NL,-0.1,5,13,11,1,1,0,0,0,0,0,0,0,5,0.091,0.091,0.091,0.182,-48,0.082,-118,1,0,0,2,0,0,/1,,harkemi01
587,Steve Kiefer,27,MIL,AL,0.2,7,13,10,2,3,1,0,1,1,0,0,2,3,0.3,0.462,0.7,1.162,220,0.497,217,7,0,1,0,0,0,/45H,,kiefest01
588,Billy Bean*,24,DET,AL,0,10,12,11,2,2,0,1,0,0,0,0,0,2,0.182,0.182,0.364,0.545,52,0.23,27,4,0,0,1,0,0,/H938D,,beanbi01
589,Mark Davis*,27,SDP,NL,0.2,62,12,10,2,2,0,0,1,2,1,0,1,4,0.2,0.273,0.5,0.773,119,0.37,119,5,0,0,1,0,0,1,AS,davisma01
590,Brian Dorsett,27,CAL,AL,-0.1,7,12,11,0,1,0,0,0,2,0,0,1,5,0.091,0.167,0.091,0.258,-24,0.135,-36,1,0,0,0,0,0,/2,,dorsebr01
591,Bob Geren,26,NYY,AL,-0.2,10,12,10,0,1,0,0,0,0,0,0,2,3,0.1,0.25,0.1,0.35,3,0.194,4,1,0,0,0,0,0,2,,gerenbo01
592,Chris Gwynn*,23,LAD,NL,-0.1,12,12,11,1,2,0,0,0,0,0,0,1,2,0.182,0.25,0.182,0.432,28,0.209,17,2,0,0,0,0,0,H/7,,gwynnch01
593,Randy Kutcher,28,BOS,AL,-0.2,19,12,12,2,2,1,0,0,0,0,1,0,2,0.167,0.167,0.25,0.417,13,0.14,-9,3,0,0,0,0,0,H/D759,,kutchra01
594,Rod Allen,28,CLE,AL,-0.2,5,11,11,1,1,1,0,0,0,0,0,0,2,0.091,0.091,0.182,0.273,-26,0.117,-54,2,0,0,0,0,0,/DH,,allenro02
595,Mark Carreon,24,NYM,NL,0.4,7,11,9,5,5,2,0,1,1,0,0,2,1,0.556,0.636,1.111,1.747,405,0.729,407,10,0,0,0,0,0,/7H,,carrema01
596,Frank DiPino*,31,CHC,NL,0,63,11,10,2,1,0,0,0,0,0,0,0,4,0.1,0.1,0.1,0.2,-43,0.183,-20,1,0,0,1,0,0,1,,dipinfr01
597,Charlie Hayes,23,SFG,NL,-0.1,7,11,11,0,1,0,0,0,0,0,0,0,3,0.091,0.091,0.091,0.182,-47,0.166,-13,1,0,0,0,0,0,/57H9,,hayesch01
598,Brian Holton,28,LAD,NL,-0.1,45,11,10,0,0,0,0,0,0,0,0,1,7,0,0.091,0,0.091,-71,0.063,-92,0,1,0,0,0,0,1,,holtobr01
599,Rey Palacios,25,KCR,AL,-0.2,5,11,11,2,1,0,0,0,0,0,0,0,4,0.091,0.091,0.091,0.182,-49,0.083,-77,1,1,0,0,0,0,/2H5D,,palacre01
600,Tony Perezchica,22,SFG,NL,-0.1,7,11,8,1,1,0,0,0,1,0,0,2,1,0.125,0.273,0.125,0.398,20,0.209,19,1,0,0,0,1,0,/4H,,perezto02
601,Joe Price,31,SFG,NL,-0.1,38,11,8,0,0,0,0,0,0,0,0,1,4,0,0.111,0,0.111,-65,0.077,-119,0,0,0,2,0,0,1,,pricejo02
602,José Álvarez,32,ATL,NL,0.2,61,10,8,0,3,0,0,0,0,0,0,1,0,0.375,0.444,0.375,0.819,135,0.379,142,3,0,0,1,0,0,1/H,,alvarjo01
603,Mike Bielecki,28,CHC,NL,-0.1,19,10,10,0,1,0,0,0,0,0,0,0,7,0.1,0.1,0.1,0.2,-43,0.091,-78,1,0,0,0,0,0,1,,bielemi01
